ML_1,semisupervised learning learning paradigm concerned computer natural system human learn presence labeled unlabeled data traditionally learning studied either unsupervised paradigm eg clustering outlier detection data unlabeled supervised paradigm eg classification regression data labeled goal semisupervised learning understand combining labeled unlabeled data may change learning behavior design algorithm take advantage combination semisupervised learning great interest machine learning data mining readily available unlabeled data improve supervised learning task labeled data scarce expensive semisupervised learning also show potential quantitative tool understand human category learning input selfevidently unlabeled introductory book popular semisupervised learning model including selftraining mixture model cotraining multiview learning graphbased method semisupervised support vector machine model discus basic mathematical formulation success semisupervised learning depends critically underlying assumption emphasize assumption made model give counterexample appropriate demonstrate limitation different model addition discus semisupervised learning cognitive psychology finally give computational learning theoretic perspective semisupervised learning conclude book brief discussion question field table content introduction statistical machine learning overview semisupervised learning mixture model em cotraining graphbased semisupervised learning semisupervised support vector machine human semisupervised learning theory outlook ,1
ML_2,learning rank refers machine learning technique training model ranking learning rank useful many application information retrieval natural language processing data mining intensive study conducted problem recently significant progress made lecture give introduction area including fundamental problem major approach theory application future author begin showing various ranking problem information retrieval natural language processing formalized two basic ranking task namely ranking creation simply ranking ranking aggregation ranking creation given request one want generate ranking list offering based feature derived request offering ranking aggregation given request well number ranking list offering one want generate ranking list offering ranking creation ranking major problem learning rank usually formalized supervised learning author give detailed explanation learning ranking creation ranking aggregation including training testing evaluation feature creation major approach many method proposed ranking creation method categorized pointwise pairwise listwise approach according loss function employ also categorized according technique employ svm based boosting based neural network based approach author also introduces popular learning rank method detail include prank oc svm mcrank ranking svm ir svm gbrank ranknet listnet & amp listmle adarank svm map softrank lambdarank lambdamart borda count markov chain cranking author explains several example application learning rank including web search collaborative filtering definition search keyphrase extraction query dependent summarization reranking machine translation formulation learning ranking creation given statistical learning framework ongoing future research direction learning rank also discussed table content learning rank learning ranking creation learning ranking aggregation method learning rank application learning rank theory learning rank ongoing future ,1
ML_3,automated theorem proving represents significant longstanding area research computer science numerous application large proportion method developed date implementation automated theorem provers atp algorithmic sharing great deal common wider heuristic search algorithm however recent year researcher begun incorporate machine learning ml method atp effort extract better performance propositional satisfiability sat solving machine learning large longstanding area research correspondingly large literature book author present result thorough systematic research intersection two apparently rather unrelated field focus research appeared date incorporating ml method solver propositional satisfiability sat problem also solver immediate variant quantified sat qsat comprehensiveness coverage mean ml researcher gain understanding stateoftheart sat qsat solver sufficient make opportunity applying ml research domain clearly visible atp researcher gain clear appreciation stateoftheart machine learning might help design better solver presenting material author concentrate learning method used way incorporated solver enables researcher student automated theorem proving machine learning know tried b understand often complex interaction atp ml needed success undeniably challenging application ,1
ML_4,nonconvex optimization machine learning take indepth look basic nonconvex optimization application machine learning introduces rich literature area well equips reader tool technique needed apply analyze simple powerful procedure nonconvex problem nonconvex optimization machine learning selfcontained possible losing focus topic nonconvex optimization technique monograph initiate discussion entire chapter devoted presenting tutoriallike treatment basic concept convex analysis optimization well nonconvex counterpart monograph concludes look four interesting application area machine learning signal processing exploring nonconvex optimization technique introduced earlier used solve problem monograph also contains topic discussed exercise figure designed engage reader well extensive bibliographic note pointing towards classical work recent advance nonconvex optimization machine learning used semesterlength course basic nonconvex optimization application machine learning hand also possible cherry pick inidual portion chapter sparse recovery em algorithm inclusion broader course several course machine learning optimization signal processing may benefit inclusion topic ,1
ML_5,neurosymbolic programming emerging area bridge area deep learning program synthesis classical machine learning goal learn function data however function represented program neural module addition symbolic primitive induced combination symbolic search gradientbased optimization neurosymbolic programming offer multiple advantage endtoend deep learning program sometimes naturally represent longhorizon procedural task difficult perform deep network neurosymbolic representation also commonly easier interpret formally verify neural network restriction programming language serve form regularization lead generalizable dataefficient learning compositional programming abstraction also natural way reusing learned module across learning task monograph author illustrate potential benefit concrete example recent neurosymbolic programming also categorize way symbolic neural learning technique come together area conclude discussion technical challenge field comprehensive neurosymbolic programming introduces reader topic provides insightful treatise increasingly important topic intersection programming language machine learning p learning verification ,1
ML_6,similarity object play important role human cognitive process artificial system recognition categorization appropriately measure similarity given crucial performance many machine learning pattern recognition data mining method book devoted metric learning set technique automatically learn similarity distance function data attracted lot interest machine learning related field past ten year book provide thorough metric learning literature cover algorithm theory application numerical structured data first introduce relevant definition classic metric function well example machine learning data mining wide range metric learning algorithm starting simple setting linear distance similarity learning show one may scaleup method large amount training data go beyond linear case discus method learn nonlinear metric multiple linear metric throughout feature space method complex setting multitask semisupervised learning although existing focused numerical data cover literature metric learning structured data like string tree graph time series technical part book recent statistical framework analyzing generalization performance metric learning derive result algorithm presented earlier finally illustrate relevance metric learning realworld problem series successful application computer vision bioinformatics information retrieval ,1
ML_7,learning rank refers machine learning technique training model ranking learning rank useful many application information retrieval natural language processing data mining intensive study conducted problem recently significant progress made lecture give introduction area including fundamental problem existing approach theory application future author begin showing various ranking problem information retrieval natural language processing formalized two basic ranking task namely ranking creation simply ranking ranking aggregation ranking creation given request one want generate ranking list offering based feature derived request offering ranking aggregation given request well number ranking list offering one want generate ranking list offering ranking creation ranking major problem learning rank usually formalized supervised learning author give detailed explanation learning ranking creation ranking aggregation including training testing evaluation feature creation major approach many method proposed ranking creation method categorized pointwise pairwise listwise approach according loss function employ also categorized according technique employ svm based boosting svm neural network based approach author also introduces popular learning rank method detail include prank oc svm ranking svm ir svm gbrank ranknet lambdarank listnet & amp listmle adarank svm map softrank borda count markov chain cranking author explains several example application learning rank including web search collaborative filtering definition search keyphrase extraction query dependent summarization reranking machine translation formulation learning ranking creation given statistical learning framework ongoing future research direction learning rank also discussed table content introduction learning ranking creation learning ranking aggregation method learning rank application learning rank theory learning rank ongoing future ,1
ML_8,hilbert space embedding distribution���in short kernel mean embedding���has recently emerged powerful tool machine learning statistical inference basic idea behind framework map distribution reproducing kernel hilbert space rkhs whole arsenal kernel method extended probability measure viewed generalization original feature map common support vector machine svms kernel method addition classical application kernel method kernel mean embedding found novel application ���elds ranging probabilistic modeling statistical inference causal discovery deep learning kernel mean embedding distribution beyond provides comprehensive existing recent advance research area discus challenging issue problem could potentially lead research direction targeted audience includes graduate student researcher machine learning statistic interested theory application kerne,1
ML_9,among data structure commonly used machine learning graph arguably one general graph allow modelling complex object annotated metadata nonetheless seemingly simple question determining whether two graph identical whether one graph contained another graph remarkably hard solve practice machine learning method operating graph must therefore grapple need balance computational tractability ability leverage much information conveyed graph possible last year numerous graph kernel proposed solve problem thereby making possible perform prediction classification regression setting monograph provides existing graph kernel application software plus data resource empirical comparison stateoftheart graph kernel ided two part first part focus theoretical description common graph kernel second part focus largescale empirical evaluation graph kernel well description desirable property requirement benchmark data set finally author outline future trend challenge graph kernel written every researcher practitioner student machine learning graph kernel provides comprehensive insightful survey various graph kernals available today give reader detailed typology analysis relevant graph kernel exposing relation commenting applicability specific data type also largescale empirical evaluation graph kernel ,1
ML_10,learning rank information retrieval introduction field learning rank hot research topic information retrieval machine learning categorizes stateoftheart learningtorank algorithm three approach unified machine learning perspective describes loss function learning mechanism different approach reveals relationship difference show empirical performance real ir application discus theoretical property generalization ability tutorial learning rank information retrieval help people find answer following critical question respect learningtorank algorithm similar aspect differ ? strength weakness algorithm ? learningtorank algorithm empirically performs best ? ranking machine learning problem ? unique theoretical issue ranking compared classification regression ? learning rank information retrieval guide beginner embarking research area useful reference established researcher practitioner ,1
ML_11,active learning protocol supervised machine learning learning algorithm sequentially request label selected data point large pool unlabeled data contrast passive learning labeled data taken random objective active learning produce highlyaccurate classifier ideally fewer label number random labeled data sufficient passive learning achieve theory disagreementbased active learning describes recent advance understanding theoretical benefit active learning implication design effective active learning algorithm much monograph focus particular technique namely disagreementbased active learning amassed mature coherent literature also briefly survey several alternative approach literature emphasis theorem regarding performance general algorithm including rigorous proof appropriate however presentation intended pedagogical focusing result illustrate fundamental idea rather obtaining strongest generally known theorem theory disagreementbased active learning intended researcher advanced graduate student machine learning statistic interested gaining deeper understanding recent ongoing development theory active learning ,1
ML_12,asynchronous sequential machine design analysis provides lucid indepth treatment asynchronous state machine design analysis presented two part part background fundamental related asynchronous sequential logic circuit generally part ii selftimed system highperformance asynchronous programmable sequencer arbiter part provides detailed background fundamental design analysis asynchronous finite state machine fsms included basic model fully documented state diagram design characteristic basic memory cell muller celements simple fsms celements illustrate design process detection elimination timing defect asynchronous fsms covered detail followed array algebraic approach design singletransitiontime machine cad software onehot asynchronous fsms pulse mode fsms part concludes analysis procedure asynchronous state machine part ii concerned mainly selftimed system programmable sequencer arbiter begin detailed treatment externally asynchronousinternally clocked pausable system delayinsensitive metastabilityhardened followed defectfree cascadable asynchronous sequencer defectfree onehot asynchronous programmable sequencerstheir characteristic design application part ii concludes arbiter module various type without metastability protection together application presented appendix brief review covering mixedlogic gate symbology boolean algebra enteredvariable kmap minimization endofchapter problem glossary term expression abbreviation contribute reader learning experience five productivity tool made available specifically text briefly discussed preface table content background fundamental design analysis asynchronous state machine introduction background simple fsm design initialization detection elimination timing defect asynchronous fsms design single transition time machine design onehot asynchronous fsms design pulse mode fsms analysis asynchronous fsms ii selftimed system programmable sequencer arbiter externally asynchronousinternally clocked system cascadable asynchronous programmable sequencer cap timeshared system design asynchronous onehot programmable sequencer system arbiter module ,1
ML_13,wealth literature book available engineer starting understand machine learning used everyday present problem engineer start answer often general slightly outdated introduction read book detailed survey method based probabilistic model check reference learn statistical learning text useful monograph provides starting point literature every engineer machine learning need offer basic compact reference describes key idea principle simple term unified treatment encompassing recent development pointer literature brief introduction machine learning engineer entry point machine learning student practitioner researcher engineering background probability linear algebra ,1
ML_14,submodular function relevant machine learning least two reason problem may expressed directly optimization submodular function lov��sz extension submodular function provides useful set regularization function supervised unsupervised learning learning submodular function convex optimization perspective theory submodular function presented selfcontained way convex analysis perspective presenting tight link certain polyhedron combinatorial optimization convex optimization problem particular describes submodular function minimization equivalent solving wide variety convex optimization problem allows derivation efficient algorithm approximate exact submodular function minimization theoretical guarantee good practical performance listing many example submodular function review various application machine learning clustering experimental design sensor placement graphical model structure learning subset selection well family structured sparsityinducing norm derived used submodular function learning submodular funn convex optimization perspective ideal reference researcher scientist engineer interest applying submodular function machine learning problem ,1
ML_15,machine learning deliver ai ? theoretical result inspiration brain cognition well machine learning experiment suggest order learn kind complicated function represent highlevel abstraction eg vision language ailevel task one would need deep architecture deep architecture composed multiple level nonlinear operation neural net many hidden layer graphical model many level latent variable complicated propositional formula reusing many subformulae level architecture represents feature different level abstraction defined composition lowerlevel feature searching parameter space deep architecture difficult algorithm discovered subarea emerged machine learning community since following discovery learning algorithm deep belief network related unsupervised learning algorithm recently proposed train deep architecture yielding exciting result beating stateoftheart certain area learning deep architecture ai discus motivation principle learning algorithm deep architecture analyzing comparing recent result different learning algorithm deep architecture explanation success proposed discussed highlighting challenge suggesting avenue future exploration area ,1
ML_16,term federated learning coined recently describe machine learning setting multiple entity collaborate solving machine learning problem coordination central server provider client raw data stored locally exchanged transferred instead focused update intended immediate aggregation used achieve learning objective since topic gathered much interest across many different discipline realization solving many interdisciplinary problem likely requires machine learning technique distributed optimization cryptography security differential privacy fairness compressed sensing system information theory statistic monograph contribution leading expert across discipline describe latest stateofthe art perspective contribution carefully curated comprehensive treatment enables reader understand done get pointer effort required solve many problem federated learning become reality practical system researcher working area distributed system find monograph enlightening read may inspire many challenging issue outlined monograph get reader speed quickly easily likely become increasingly important topic federated learning ,1
ML_17,past decade number hardware software advance conspired thrust deep learning neural network forefront computing deep learning created qualitative shift conception software every day seeing application deep learning healthcare art feel like scratching surface universe possibility book offer first introduction foundational idea automated verification applied deep neural network deep learning ided three part part defines neural network dataflow graph operator realvalued input part discus constraintbased technique verification part discus abstractionbased technique verification book selfcontained treatment topic sits intersection machine learning formal verification serve introduction field firstyear graduate student senior undergraduate even exposed deep learning verification ,1
ML_18,author monograph survey recent progress spectral method including matrix tensor decomposition technique learn many popular latent variable model careful implementation tensorbased method run efficiently practice many case algorithm provable guarantee running time sample complexity focus special type tensor decomposition called cp decomposition author cover wide range algorithm find component tensor decomposition also discus usefulness decomposition reviewing several probabilistic model learned tensor method second half monograph look practical application includes tensorly efficient tensor algebra software package simple python interface expressing tensor operation also flexible backend system supporting numpy pytorch tensorflow mxnet spectral learning matrix tensor provides theoretical practical introduction designing deploying spectral learning matrix tensor interest student researcher practitioner working modern day machine learning problem ,1
ML_19,support vector machine become well established tool machine learning well practice used across wide range application recognizing handwritten digit face identification text categorisation bioinformatics database marketing book give introductory overview subject start simple support vector machine performing binary classification considering multiclass classification learning presence noise show framework extended many scenario prediction realvalued output novelty detection handling complex output structure parse tree finally give overview type kernel used practice learn make prediction multiple type input data table content support vector machine classification kernelbased model learning kernel ,1
ML_20,many problem recent interest statistic machine learning posed framework convex optimization due explosion size complexity modern datasets increasingly important able solve problem large number feature training example result decentralized collection storage datasets well accompanying distributed solution method either necessary least highly desirable distributed optimization statistical learning via alternating direction method multiplier argues alternating direction method multiplier well suited distributed convex optimization particular largescale problem arising statistic machine learning related area method developed root equivalent closely related many algorithm dual decomposition method multiplier douglasrachford splitting spingarns method partial inverse dykstras alternating projection bregman iterative algorithm ? problem proximal method others briefly surveying theory history algorithm discus application wide variety statistical machine learning problem recent interest including lasso sparse logistic regression basis pursuit covariance selection support vector machine many others also discus general distributed optimization extension nonconvex setting efficient implementation including detail distributed mpi hadoop mapreduce implementation ,1
ML_21,monograph provides overview bandit algorithm inspired various aspect information retrieval ir click model online ranker evaluation personalization coldstart problem survey style chapter focus specific ir problem explains addressed various bandit approach section algorithm presented chronological order monograph show specific concept related bandit algorithm comprehensive chronological approach enables author explain impact ir development bandit algorithm well impact bandit algorithm development method ir survey primarily intended two group reader researcher information retrieval machine learning practicing data scientist accessible anyone completed introductory intermediate level course machine learning andor statistic ,1
ML_22,key strategy machine learning break problem smaller manageable part process data unknown variable recursively sequential monte carlo smc technique solving statistical inference problem recursively last year smc developed enabled inference increasingly complex challenging model signal processing statistic monograph show powerful technique applied machine learning problem probabilistic programming variational inference inference evaluation name written tutorial style element sequential monte carlo introduces basic smc discus practical issue review theoretical result guiding reader series advanced topic give complete overview topic application machine learning problem monograph provides accessible treatment researcher topic recently gained significant interest machine learning community ,1
ML_23,scalable efficient distributed learning one driving force behind recent rapid advancement machine learning artificial intelligence one prominent feature development recent progress made researcher two community system community database data management distributed system machine learning mathematical optimization community interaction knowledge sharing two community led rapid development distributed learning system theory monograph provides brief introduction three distributed learning technique recently developed lossy communication compression asynchronous communication decentralized communication significant impact system machine learning mathematical optimization community fully realize potential essential understand whole picture monograph provides bridge two community simplified introduction essential aspect community enables researcher gain insight factor influencing monograph provides student researcher groundwork developing faster better research result dynamic area research ,1
ML_24,adaptation learning optimization network deal topic information processing graph presentation largely selfcontained cover result relate analysis design multiagent network distributed solution optimization adaptation learning problem streaming data localized interaction among agent result derived monograph useful comparing network topology comparing networked solution centralized batch implementation many good reason peaked interest distributed implementation especially day age word network become commonplace whether one referring social network power network transportation network biological network type network reason benefit cooperation term improved performance improved resilience failure reason deal privacy secrecy consideration agent may comfortable sharing data remote fusion center situation data may already available dispersed location happens cloud computing one may also interested learning data mining big data set motivated consideration adaptation learning optimization network examines limit performance distributed solution discus procedure help bring forth potential fully adaptation learning optimization network adopts useful statistical framework derives performance result elucidate meansquare stability convergence steadystate behavior learning network time monograph illustrates distributed processing graph give rise revealing phenomenon due coupling effect among agent phenomenon discussed context adaptive network example variety area including distributed sensing intrusion detection distributed estimation online adaptation network system theory machine learning ,1
ML_25,development influenced field computer vision last decade introduction statistical machine learning technique particularly kernelbased classifier support vector machine become indispensable tool providing unified framework solving wide range imagerelated prediction task including face recognition object detection action classification emphasizing geometric intuition kernel method rely kernel method computer vision provides introduction kernelbased machine learning technique accessible wide audience including student researcher practitioner alike without sacrificing mathematical correctness cover support vector machine also le known technique kernelbased regression outlier detection clustering dimensionality reduction additionally offer outlook recent development kernel method yet made regular textbook structured prediction dependency estimation learning kernel function topic illustrated example successful application computer vision literature making kernel method computer vision useful guide wanting understand working principle kernel method also anyone wanting apply reallife problem ,1
ML_26,determinantal point process dpps elegant probabilistic model repulsion arise quantum physic random matrix theory contrast traditional structured model like markov random field become intractable hard approximate presence negative correlation dpps offer efficient exact algorithm sampling marginalization conditioning inference task studied extensively mathematician giving rise deep beautiful theory dpps relatively machine learning determinantal point process machine learning provides comprehensible introduction dpps focusing intuition algorithm extension relevant machine learning community show dpps applied realworld application like finding erse set highquality search result building informative summary selecting erse sentence document modeling nonoverlapping human pose image video automatically building timeline important news story present general mathematical background dpps range modeling extension efficient algorithm theoretical result aim enable practical modeling learning ,1
ML_27,lie group machine learning recognized theoretical basis brain intelligence brain learning higher machine learning higher artificial intelligence sample set lie group matrix widely available practical application lie group learning vibrant field increasing importance extraordinary potential thus need developed aim provide comprehensive survey recent advance lie group machine learning introduce lie group machine learning technique three major category supervised lie group machine learning semisupervised lie group machine learning unsupervised lie group machine learning addition introduce special application lie group machine learning image processing cover following technique lie group machine learning model lie group subspace orbit generation learning symplectic group learning quantum group learning lie group fiber bundle learning lie group cover learning lie group deep structure learning lie group semisupervised learning lie group kernel learning tensor learning frame bundle connection learning spectral estimation learning finsler geometric learning homology boundary learning category representation learning neuromorphic synergy learning overall survey aim provide insightful overview stateoftheart development field lie group machine learning enable researcher comprehensively understand state field identify appropriate tool particular application identify direction future research ,1
ML_28,key idea behind active learning machine learning algorithm perform better le training allowed choose data learns active learner may pose query usually form unlabeled data instance labeled oracle eg human annotator already understands nature problem sort approach wellmotivated many modern machine learning data mining application unlabeled data may abundant easy come training label difficult timeconsuming expensive obtain book general introduction active learning outline several scenario query might formulated detail many query selection algorithm organized four broad category query selection framework also touch theoretical foundation active learning conclude overview strength weakness approach practice including summary ongoing address challenge opportunity table content automating inquiry uncertainty sampling searching hypothesis space minimizing expected error variance exploiting structure data theory practical consideration ,1
ML_29,recent year decision forest established one promising technique machine learning computer vision medical image analysis book directed engineer phd student wish learn basic decision forest well senior researcher wish push state art automated image understanding author present unified efficient model random decision forest used number application scene recognition photograph object recognition image automatic diagnosis radiological scan document analysis application traditionally addressed different supervised unsupervised machine learning technique contrast cast erse task regression classification semisupervised learning instance general decision forest model flexibility forest framework extends task density estimation manifold learning semisupervised learning unified forest framework give u opportunity implement optimize underlying algorithm easily adapt inidual application relatively small change theoretical basis numerous explanatory example presented book serve solid platform upon build exciting future research ,1
ML_30,robot intelligent agent move simple environment problem complex unstructured setting manually programming behavior become increasingly challenging expensive often easier teacher demonstrate desired behavior rather attempt manually engineer process learning demonstration algorithm called imitation learning algorithmic perspective imitation learning provides reader introduction imitation learning cover underlying assumption approach relate rich set algorithm developed tackle problem advice effective tool implementation algorithmic perspective imitation learning serf two audience first familiarizes machine learning expert challenge imitation learning particularly arising robotics interesting theoretical practical distinction familiar framework like statistical supervised learning theory reinforcement learning second provides roboticists expert applied artificial intelligence broader appreciation framework tool available imitation learning pay particular attention intimate connection imitation learning approach structured prediction ,1
ML_31,matching measure relevance document query interest item key problem search recommendation machine learning exploited address problem effort made develop deep learning technique matching task search recommendation availability large amount data powerful computational resource advanced deep learning technique deep learning matching becomes stateoftheart technology search recommendation key success deep learning approach strong ability learning representation generalization matching pattern data survey give systematic comprehensive introduction deep matching model search recommendation first give unified view matching search recommendation solution two field compared one framework survey categorizes current deep learning solution two type method representation learning method matching function learning fundamental problem well stateoftheart solution querydocument matching search useritem matching recommendation described deep learning matching search recommendation aim help researcher search recommendation community get indepth understanding insight space stimulate idea discussion promote development technology matching limited search recommendation technology introduced generalized general matching object two space ,1
